"Age","ECC","ECC_413k_notched_out","OMEGA","OBL","Prec","EXI","ETP"
3856,"0.04165",,"120.27",23124,36,"402.43",
3857,"0.04046",,"103.78",23231,39,"405.98",
3858,"0.03925",,"87.40",23339,39,"412.11",
3859,"0.03801",,"71.12",23445,36,"420.23",
3860,"0.03674",,"54.96",23546,30,"429.65",
3861,"0.03546",,"38.92",23641,22,"439.57",
3862,"0.03416",,"23.00",23729,13,"449.21",
3863,"0.03285",,"7.22",23806,4,"457.85",
3864,"0.03153",,"351.57",23873,-5,"464.92",
3865,"0.03021",,"336.07",23929,-12,"470.01",
3866,"0.02889",,"320.74",23971,-18,"472.91",
3867,"0.02757",,"305.57",24001,-22,"473.64",
3868,"0.02627",,"290.60",24018,-25,"472.39",
3869,"0.02498",,"275.83",24021,-25,"469.51",
3870,"0.02372",,"261.30",24012,-23,"465.40",
3871,"0.02249",,"247.02",23990,-21,"460.52",
3872,"0.02130",,"233.02",23956,-17,"455.30",
3873,"0.02017",,"219.34",23911,-13,"450.11",
3874,"0.01911",,"206.00",23855,-8,"445.23",
3875,"0.01812",,"193.03",23791,-4,"440.85",
3876,"0.01722",,"180.46",23718,0,"437.06",
3877,"0.01644",,"168.29",23639,3,"433.89",
3878,"0.01577",,"156.50",23555,6,"431.28",
3879,"0.01524",,"145.05",23467,9,"429.17",
3880,"0.01487",,"133.87",23377,11,"427.49",
3881,"0.01465",,"122.84",23286,12,"426.18",
3882,"0.01459",,"111.85",23197,14,"425.22",
3883,"0.01469",,"100.74",23110,14,"424.63",
3884,"0.01495",,"89.40",23027,15,"424.47",
3885,"0.01534",,"77.72",22951,15,"424.83",
3886,"0.01585",,"65.64",22881,14,"425.79",
3887,"0.01646",,"53.13",22821,13,"427.43",
3888,"0.01717",,"40.18",22770,11,"429.76",
3889,"0.01794",,"26.81",22731,8,"432.77",
3890,"0.01877",,"13.05",22704,4,"436.32",
3891,"0.01964",,"358.93",22689,0,"440.22",
3892,"0.02054",,"344.50",22688,-5,"444.18",
3893,"0.02147",,"329.80",22700,-11,"447.86",
3894,"0.02241",,"314.87",22725,-16,"450.91",
3895,"0.02336",,"299.74",22763,-20,"452.96",
3896,"0.02431",,"284.44",22814,-24,"453.73",
3897,"0.02526",,"269.00",22875,-25,"453.02",
3898,"0.02620",,"253.45",22947,-25,"450.80",
3899,"0.02714",,"237.81",23027,-23,"447.16",
3900,"0.02805",,"222.10",23113,-19,"442.36",
3901,"0.02896",,"206.33",23204,-13,"436.80",
3902,"0.02985",,"190.52",23298,-5,"430.97",
3903,"0.03072",,"174.68",23393,3,"425.42",
3904,"0.03157",,"158.81",23486,11,"420.70",
3905,"0.03240",,"142.92",23575,20,"417.32",
3906,"0.03320",,"127.02",23658,27,"415.69",
3907,"0.03399",,"111.11",23733,32,"416.11",
3908,"0.03475",,"95.18",23798,35,"418.71",
3909,"0.03549",,"79.24",23852,35,"423.46",
3910,"0.03621",,"63.28",23894,32,"430.15",
3911,"0.03690",,"47.31",23922,27,"438.39",
3912,"0.03757",,"31.32",23935,20,"447.62",
3913,"0.03821",,"15.30",23934,10,"457.16",
3914,"0.03883",,"359.25",23918,-1,"466.23",
3915,"0.03942",,"343.16",23887,-11,"474.03",
3916,"0.03998",,"327.04",23843,-22,"479.80",
3917,"0.04053",,"310.86",23786,-31,"482.92",
3918,"0.04104",,"294.64",23718,-37,"482.99",
3919,"0.04153",,"278.36",23640,-41,"479.84",
3920,"0.04199",,"262.02",23555,-42,"473.63",
3921,"0.04243",,"245.61",23465,-39,"464.77",
3922,"0.04284",,"229.14",23372,-32,"453.95",
3923,"0.04322",,"212.61",23279,-23,"442.02",
3924,"0.04357",,"196.01",23188,-12,"429.94",
3925,"0.04390",,"179.35",23103,0,"418.68",
3926,"0.04420",,"162.63",23026,13,"409.13",
3927,"0.04446",,"145.85",22958,25,"402.04",
3928,"0.04470",,"129.02",22902,35,"397.95",
3929,"0.04491",,"112.15",22860,42,"397.18",
3930,"0.04508",,"95.24",22833,45,"399.83",
3931,"0.04522",,"78.31",22821,44,"405.69",
3932,"0.04534",,"61.35",22824,40,"414.34",
3933,"0.04541",,"44.38",22843,32,"425.09",
3934,"0.04546",,"27.41",22876,21,"437.06",
3935,"0.04546",,"10.44",22922,8,"449.23",
3936,"0.04544",,"353.48",22980,-5,"460.53",
3937,"0.04538",,"336.54",23047,-18,"469.94",
3938,"0.04528",,"319.61",23121,-29,"476.60",
3939,"0.04514",,"302.71",23199,-38,"479.93",
3940,"0.04496",,"285.83",23280,-43,"479.67",
3941,"0.04475",,"268.97",23360,-45,"475.96",
3942,"0.04450",,"252.13",23437,-42,"469.23",
3943,"0.04421",,"235.31",23509,-36,"460.25",
3944,"0.04388",,"218.50",23573,-27,"449.92",
3945,"0.04350",,"201.70",23628,-16,"439.26",
3946,"0.04309",,"184.90",23672,-4,"429.24",
3947,"0.04264",,"168.11",23705,9,"420.74",
3948,"0.04215",,"151.30",23725,20,"414.44",
3949,"0.04161",,"134.48",23732,30,"410.82",
3950,"0.04104",,"117.64",23727,36,"410.11",
3951,"0.04042",,"100.78",23709,40,"412.28",
3952,"0.03977",,"83.88",23680,40,"417.08",
3953,"0.03907",,"66.94",23641,36,"424.03",
3954,"0.03833",,"49.96",23592,29,"432.45",
3955,"0.03756",,"32.93",23537,20,"441.52",
3956,"0.03675",,"15.85",23476,10,"450.36",
3957,"0.03589",,"358.72",23412,-1,"458.10",
3958,"0.03501",,"341.53",23346,-11,"463.98",
3959,"0.03408",,"324.29",23281,-20,"467.43",
3960,"0.03312",,"306.99",23218,-26,"468.15",
3961,"0.03213",,"289.64",23159,-30,"466.14",
3962,"0.03110",,"272.24",23107,-31,"461.68",
3963,"0.03004",,"254.78",23062,-29,"455.32",
3964,"0.02896",,"237.28",23025,-24,"447.77",
3965,"0.02784",,"219.73",22997,-18,"439.81",
3966,"0.02670",,"202.14",22979,-10,"432.24",
3967,"0.02553",,"184.51",22971,-2,"425.75",
3968,"0.02434",,"166.83",22972,6,"420.85",
3969,"0.02312",,"149.12",22983,12,"417.90",
3970,"0.02189",,"131.35",23002,16,"417.01",
3971,"0.02064",,"113.54",23029,19,"418.11",
3972,"0.01937",,"95.67",23062,19,"420.92",
3973,"0.01809",,"77.74",23101,18,"425.02",
3974,"0.01680",,"59.71",23144,15,"429.90",
3975,"0.01551",,"41.57",23190,10,"434.99",
3976,"0.01421",,"23.29",23238,6,"439.75",
3977,"0.01290",,"4.81",23287,1,"443.72",
3978,"0.01160",,"346.07",23336,-3,"446.59",
3979,"0.01031",,"326.96",23383,-6,"448.20",
3980,"0.00903",,"307.33",23429,-7,"448.57",
3981,"0.00778",,"286.91",23472,-7,"447.89",
3982,"0.00656",,"265.30",23511,-7,"446.46",
3983,"0.00541",,"241.76",23547,-5,"444.65",
3984,"0.00436",,"215.05",23580,-3,"442.88",
3985,"0.00352",,"183.20",23608,0,"441.49",
3986,"0.00303",,"144.79",23631,2,"440.76",
3987,"0.00305",,"103.24",23650,3,"440.85",
3988,"0.00357",,"65.87",23664,3,"441.78",
3989,"0.00439",,"35.05",23674,3,"443.42",
3990,"0.00537",,"9.02",23678,1,"445.53",
3991,"0.00641",,"345.94",23678,-2,"447.79",
3992,"0.00749",,"324.66",23672,-4,"449.82",
3993,"0.00857",,"304.51",23660,-7,"451.24",
3994,"0.00964",,"285.10",23644,-9,"451.74",
3995,"0.01071",,"266.21",23621,-11,"451.08",
3996,"0.01175",,"247.68",23593,-11,"449.20",
3997,"0.01277",,"229.42",23559,-10,"446.16",
3998,"0.01376",,"211.36",23519,-7,"442.20",
3999,"0.01473",,"193.45",23474,-3,"437.66",
4000,"0.01566",,"175.66",23424,1,"432.97",
4001,"0.01656",,"157.95",23369,6,"428.62",
4002,"0.01743",,"140.31",23310,11,"425.06",
4003,"0.01827",,"122.72",23248,15,"422.68",
4004,"0.01906",,"105.16",23184,18,"421.75",
4005,"0.01982",,"87.63",23119,20,"422.42",
4006,"0.02055",,"70.12",23054,19,"424.65",
4007,"0.02124",,"52.63",22992,17,"428.27",
4008,"0.02188",,"35.14",22933,13,"432.93",
4009,"0.02249",,"17.65",22880,7,"438.16",
4010,"0.02306",,"0.17",22835,0,"443.41",
4011,"0.02360",,"342.70",22798,-7,"448.11",
4012,"0.02409",,"325.23",22772,-14,"451.71",
4013,"0.02454",,"307.78",22757,-19,"453.77",
4014,"0.02496",,"290.33",22756,-23,"454.03",
4015,"0.02534",,"272.91",22768,-25,"452.40",
4016,"0.02568",,"255.51",22795,-25,"449.03",
4017,"0.02598",,"238.15",22836,-22,"444.24",
4018,"0.02624",,"220.82",22890,-17,"438.55",
4019,"0.02647",,"203.54",22958,-11,"432.54",
4020,"0.02666",,"186.30",23036,-3,"426.85",
4021,"0.02682",,"169.12",23125,5,"422.08",
4022,"0.02694",,"152.00",23221,13,"418.72",
4023,"0.02703",,"134.93",23322,19,"417.17",
4024,"0.02708",,"117.93",23426,24,"417.63",
4025,"0.02710",,"100.98",23530,27,"420.14",
4026,"0.02709",,"84.10",23630,27,"424.57",
4027,"0.02704",,"67.27",23725,25,"430.60",
4028,"0.02697",,"50.49",23812,21,"437.80",
4029,"0.02686",,"33.76",23889,15,"445.60",
4030,"0.02672",,"17.07",23952,8,"453.37",
4031,"0.02656",,"0.41",24001,0,"460.47",
4032,"0.02636",,"343.77",24034,-7,"466.31",
4033,"0.02614",,"327.14",24050,-14,"470.39",
4034,"0.02589",,"310.52",24048,-20,"472.38",
4035,"0.02562",,"293.89",24029,-23,"472.11",
4036,"0.02531",,"277.24",23993,-25,"469.64",
4037,"0.02498",,"260.57",23940,-25,"465.21",
4038,"0.02462",,"243.87",23872,-22,"459.21",
4039,"0.02424",,"227.12",23791,-18,"452.17",
4040,"0.02384",,"210.32",23699,-12,"444.69",
4041,"0.02341",,"193.45",23598,-5,"437.36",
4042,"0.02295",,"176.53",23492,1,"430.73",
4043,"0.02247",,"159.53",23382,8,"425.28",
4044,"0.02197",,"142.45",23272,13,"421.33",
4045,"0.02144",,"125.29",23165,18,"419.10",
4046,"0.02089",,"108.05",23065,20,"418.63",
4047,"0.02031",,"90.73",22973,20,"419.79",
4048,"0.01972",,"73.33",22892,19,"422.36",
4049,"0.01910",,"55.84",22825,16,"425.97",
4050,"0.01845",,"38.28",22773,11,"430.16",
4051,"0.01779",,"20.63",22736,6,"434.48",
4052,"0.01710",,"2.90",22716,1,"438.45",
4053,"0.01639",,"345.09",22713,-4,"441.68",
4054,"0.01566",,"327.19",22725,-8,"443.88",
4055,"0.01491",,"309.19",22752,-12,"444.91",
4056,"0.01415",,"291.08",22792,-13,"444.76",
4057,"0.01336",,"272.84",22844,-13,"443.59",
4058,"0.01256",,"254.43",22905,-12,"441.65",
4059,"0.01175",,"235.83",22973,-10,"439.30",
4060,"0.01093",,"216.97",23045,-7,"436.90",
4061,"0.01010",,"197.78",23120,-3,"434.82",
4062,"0.00926",,"178.16",23194,0,"433.36",
4063,"0.00844",,"157.97",23266,3,"432.73",
4064,"0.00763",,"137.01",23335,5,"433.02",
4065,"0.00686",,"115.04",23398,6,"434.22",
4066,"0.00614",,"91.71",23454,6,"436.18",
4067,"0.00550",,"66.65",23503,5,"438.66",
4068,"0.00500",,"39.55",23544,3,"441.34",
4069,"0.00469",,"10.47",23576,1,"443.88",
4070,"0.00462",,"340.15",23600,-2,"445.94",
4071,"0.00480",,"309.97",23617,-4,"447.22",
4072,"0.00522",,"281.21",23626,-5,"447.54",
4073,"0.00584",,"254.48",23628,-6,"446.82",
4074,"0.00660",,"229.72",23626,-5,"445.13",
4075,"0.00747",,"206.63",23618,-3,"442.68",
4076,"0.00841",,"184.81",23607,-1,"439.78",
4077,"0.00940",,"163.95",23594,3,"436.81",
4078,"0.01044",,"143.82",23578,6,"434.19",
4079,"0.01150",,"124.24",23562,10,"432.32",
4080,"0.01258",,"105.08",23545,12,"431.53",
4081,"0.01367",,"86.25",23528,14,"432.03",
4082,"0.01477",,"67.67",23511,14,"433.89",
4083,"0.01587",,"49.30",23495,12,"437.03",
4084,"0.01698",,"31.10",23479,9,"441.18",
4085,"0.01808",,"13.03",23462,4,"445.96",
4086,"0.01918",,"355.07",23446,-2,"450.85",
4087,"0.02026",,"337.21",23428,-8,"455.27",
4088,"0.02134",,"319.43",23409,-14,"458.64",
4089,"0.02240",,"301.71",23389,-19,"460.45",
4090,"0.02345",,"284.04",23367,-23,"460.33",
4091,"0.02448",,"266.43",23343,-24,"458.12",
4092,"0.02548",,"248.85",23316,-24,"453.86",
4093,"0.02647",,"231.30",23288,-21,"447.86",
4094,"0.02743",,"213.77",23258,-15,"440.61",
4095,"0.02837",,"196.26",23226,-8,"432.78",
4096,"0.02927",,"178.77",23194,1,"425.10",
4097,"0.03015",,"161.29",23163,10,"418.33",
4098,"0.03099",,"143.82",23132,18,"413.14",
4099,"0.03180",,"126.36",23104,26,"410.08",
4100,"0.03258",,"108.90",23080,31,"409.52",
4101,"0.03331",,"91.45",23060,33,"411.62",
4102,"0.03402",,"74.00",23046,33,"416.28",
4103,"0.03468",,"56.57",23039,29,"423.18",
4104,"0.03530",,"39.15",23040,22,"431.77",
4105,"0.03588",,"21.75",23048,13,"441.31",
4106,"0.03641",,"4.37",23064,3,"450.92",
4107,"0.03690",,"347.02",23089,-8,"459.68",
4108,"0.03735",,"329.70",23121,-19,"466.71",
4109,"0.03775",,"312.41",23161,-28,"471.30",
4110,"0.03811",,"295.17",23206,-34,"472.96",
4111,"0.03842",,"277.97",23256,-38,"471.53",
4112,"0.03869",,"260.81",23309,-38,"467.16",
4113,"0.03891",,"243.70",23364,-35,"460.32",
4114,"0.03908",,"226.65",23418,-28,"451.73",
4115,"0.03920",,"209.64",23469,-19,"442.23",
4116,"0.03928",,"192.68",23516,-9,"432.77",
4117,"0.03932",,"175.77",23557,3,"424.20",
4118,"0.03930",,"158.90",23591,14,"417.29",
4119,"0.03924",,"142.07",23615,24,"412.61",
4120,"0.03914",,"125.28",23629,32,"410.55",
4121,"0.03899",,"108.52",23632,37,"411.23",
4122,"0.03880",,"91.79",23625,39,"414.57",
4123,"0.03856",,"75.09",23606,37,"420.25",
4124,"0.03829",,"58.40",23577,33,"427.77",
4125,"0.03797",,"41.73",23538,25,"436.45",
4126,"0.03762",,"25.07",23491,16,"445.50",
4127,"0.03722",,"8.41",23437,5,"454.09",
4128,"0.03680",,"351.77",23379,-5,"461.44",
4129,"0.03633",,"335.13",23317,-15,"466.85",
4130,"0.03583",,"318.49",23256,-24,"469.85",
4131,"0.03530",,"301.87",23196,-30,"470.17",
4132,"0.03474",,"285.26",23141,-34,"467.85",
4133,"0.03416",,"268.67",23092,-34,"463.15",
4134,"0.03354",,"252.10",23052,-32,"456.58",
4135,"0.03290",,"235.57",23023,-27,"448.78",
4136,"0.03224",,"219.08",23005,-20,"440.48",
4137,"0.03156",,"202.65",23000,-12,"432.42",
4138,"0.03086",,"186.28",23007,-3,"425.23",
4139,"0.03014",,"169.98",23028,5,"419.47",
4140,"0.02941",,"153.78",23060,13,"415.51",
4141,"0.02867",,"137.67",23104,19,"413.56",
4142,"0.02792",,"121.67",23157,24,"413.66",
4143,"0.02716",,"105.80",23217,26,"415.71",
4144,"0.02640",,"90.05",23283,26,"419.44",
4145,"0.02564",,"74.45",23351,25,"424.49",
4146,"0.02488",,"58.99",23420,21,"430.44",
4147,"0.02412",,"43.68",23486,17,"436.80",
4148,"0.02337",,"28.53",23548,11,"443.13",
4149,"0.02263",,"13.55",23603,5,"448.98",
4150,"0.02191",,"358.73",23649,0,"454.00",
4151,"0.02120",,"344.09",23685,-6,"457.92",
4152,"0.02051",,"329.63",23710,-10,"460.57",
4153,"0.01985",,"315.34",23722,-14,"461.90",
4154,"0.01921",,"301.24",23721,-16,"461.93",
4155,"0.01861",,"287.31",23708,-18,"460.77",
4156,"0.01805",,"273.57",23682,-18,"458.61",
4157,"0.01753",,"260.01",23646,-17,"455.64",
4158,"0.01705",,"246.61",23599,-16,"452.09",
4159,"0.01663",,"233.38",23545,-13,"448.17",
4160,"0.01627",,"220.29",23484,-11,"444.08",
4161,"0.01597",,"207.34",23418,-7,"440.01",
4162,"0.01573",,"194.49",23351,-4,"436.09",
4163,"0.01557",,"181.71",23284,0,"432.47",
4164,"0.01547",,"168.98",23219,3,"429.23",
4165,"0.01545",,"156.27",23159,6,"426.48",
4166,"0.01551",,"143.52",23105,9,"424.29",
4167,"0.01564",,"130.71",23058,12,"422.73",
4168,"0.01584",,"117.81",23021,14,"421.87",
4169,"0.01611",,"104.79",22993,16,"421.77",
4170,"0.01645",,"91.63",22975,16,"422.48",
4171,"0.01685",,"78.31",22968,16,"424.02",
4172,"0.01732",,"64.83",22970,16,"426.38",
4173,"0.01784",,"51.17",22981,14,"429.51",
4174,"0.01840",,"37.34",23000,11,"433.32",
4175,"0.01902",,"23.35",23026,8,"437.64",
4176,"0.01968",,"9.19",23058,3,"442.26",
4177,"0.02037",,"354.88",23093,-2,"446.91",
4178,"0.02110",,"340.42",23131,-7,"451.29",
4179,"0.02186",,"325.82",23169,-12,"455.05",
4180,"0.02265",,"311.09",23208,-17,"457.87",
4181,"0.02346",,"296.23",23245,-21,"459.46",
4182,"0.02429",,"281.26",23279,-24,"459.60",
4183,"0.02514",,"266.17",23311,-25,"458.16",
4184,"0.02601",,"250.98",23339,-25,"455.15",
4185,"0.02688",,"235.69",23364,-22,"450.70",
4186,"0.02778",,"220.30",23385,-18,"445.08",
4187,"0.02867",,"204.82",23403,-12,"438.69",
4188,"0.02958",,"189.25",23419,-5,"432.02",
4189,"0.03048",,"173.60",23433,3,"425.62",
4190,"0.03139",,"157.86",23445,12,"420.04",
4191,"0.03230",,"142.06",23457,20,"415.80",
4192,"0.03320",,"126.18",23469,27,"413.36",
4193,"0.03410",,"110.24",23482,32,"413.05",
4194,"0.03499",,"94.25",23495,35,"415.06",
4195,"0.03587",,"78.20",23510,35,"419.40",
4196,"0.03674",,"62.10",23526,32,"425.90",
4197,"0.03760",,"45.95",23544,27,"434.19",
4198,"0.03844",,"29.77",23562,19,"443.74",
4199,"0.03926",,"13.56",23580,9,"453.81",
4200,"0.04007",,"357.32",23597,-2,"463.61",
4201,"0.04085",,"341.04",23613,-13,"472.24",
4202,"0.04160",,"324.75",23626,-24,"478.89",
4203,"0.04234",,"308.43",23634,-33,"482.86",
4204,"0.04304",,"292.09",23638,-40,"483.66",
4205,"0.04372",,"275.72",23635,-44,"481.10",
4206,"0.04436",,"259.33",23624,-44,"475.29",
4207,"0.04497",,"242.91",23606,-40,"466.66",
4208,"0.04555",,"226.47",23579,-33,"455.91",
4209,"0.04609",,"209.99",23544,-23,"443.93",
4210,"0.04659",,"193.48",23499,-11,"431.73",
4211,"0.04705",,"176.93",23447,3,"420.32",
4212,"0.04748",,"160.34",23387,16,"410.61",
4213,"0.04786",,"143.71",23320,28,"403.38",
4214,"0.04819",,"127.03",23249,38,"399.19",
4215,"0.04849",,"110.31",23175,45,"398.38",
4216,"0.04874",,"93.53",23101,49,"401.01",
4217,"0.04894",,"76.71",23028,48,"406.90",
4218,"0.04909",,"59.85",22958,42,"415.56",
4219,"0.04920",,"42.94",22895,34,"426.28",
4220,"0.04926",,"25.99",22841,22,"438.14",
4221,"0.04928",,"9.01",22797,8,"450.05",
4222,"0.04924",,"352.01",22766,-7,"460.89",
4223,"0.04916",,"334.99",22749,-21,"469.61",
4224,"0.04902",,"317.97",22747,-33,"475.33",
4225,"0.04884",,"300.95",22761,-42,"477.51",
4226,"0.04861",,"283.94",22790,-47,"475.97",
4227,"0.04834",,"266.96",22835,-48,"470.95",
4228,"0.04801",,"250.01",22893,-45,"463.02",
4229,"0.04764",,"233.11",22964,-38,"453.07",
4230,"0.04722",,"216.26",23046,-28,"442.12",
4231,"0.04676",,"199.46",23136,-16,"431.25",
4232,"0.04626",,"182.73",23231,-2,"421.45",
4233,"0.04571",,"166.07",23328,11,"413.58",
4234,"0.04512",,"149.47",23426,23,"408.27",
4235,"0.04450",,"132.95",23520,33,"405.88",
4236,"0.04383",,"116.50",23609,39,"406.56",
4237,"0.04313",,"100.13",23689,42,"410.19",
4238,"0.04239",,"83.81",23759,42,"416.43",
4239,"0.04162",,"67.57",23817,38,"424.74",
4240,"0.04082",,"51.39",23862,32,"434.44",
4241,"0.03999",,"35.27",23892,23,"444.72",
4242,"0.03914",,"19.20",23907,13,"454.73",
4243,"0.03826",,"3.19",23907,2,"463.68",
4244,"0.03737",,"347.22",23892,-8,"470.84",
4245,"0.03645",,"331.31",23863,-18,"475.69",
4246,"0.03552",,"315.44",23822,-25,"477.92",
4247,"0.03458",,"299.62",23770,-30,"477.44",
4248,"0.03363",,"283.85",23709,-33,"474.44",
4249,"0.03268",,"268.13",23641,-33,"469.26",
4250,"0.03172",,"252.46",23568,-30,"462.45",
4251,"0.03077",,"236.86",23492,-26,"454.61",
4252,"0.02983",,"221.32",23416,-20,"446.37",
4253,"0.02889",,"205.86",23342,-13,"438.35",
4254,"0.02797",,"190.49",23272,-5,"431.07",
4255,"0.02706",,"175.21",23207,2,"424.93",
4256,"0.02618",,"160.05",23150,9,"420.22",
4257,"0.02533",,"145.00",23102,15,"417.10",
4258,"0.02451",,"130.09",23062,19,"415.58",
4259,"0.02373",,"115.32",23032,21,"415.60",
4260,"0.02298",,"100.70",23012,23,"416.98",
4261,"0.02229",,"86.24",23002,22,"419.52",
4262,"0.02165",,"71.94",22999,21,"422.95",
4263,"0.02106",,"57.81",23005,18,"427.00",
4264,"0.02054",,"43.83",23017,14,"431.39",
4265,"0.02008",,"30.00",23035,10,"435.87",
4266,"0.01969",,"16.30",23057,6,"440.21",
4267,"0.01936",,"2.71",23082,1,"444.23",
4268,"0.01911",,"349.20",23109,-4,"447.75",
4269,"0.01893",,"335.76",23136,-8,"450.64",
4270,"0.01881",,"322.35",23162,-11,"452.81",
4271,"0.01877",,"308.93",23187,-15,"454.16",
4272,"0.01879",,"295.49",23211,-17,"454.64",
4273,"0.01887",,"281.99",23232,-18,"454.23",
4274,"0.01901",,"268.41",23252,-19,"452.93",
4275,"0.01921",,"254.74",23269,-19,"450.78",
4276,"0.01945",,"240.95",23284,-17,"447.87",
4277,"0.01973",,"227.03",23298,-14,"444.33",
4278,"0.02005",,"212.99",23311,-11,"440.33",
4279,"0.02040",,"198.82",23324,-7,"436.12",
4280,"0.02078",,"184.51",23337,-2,"431.93",
4281,"0.02119",,"170.08",23350,4,"428.07",
4282,"0.02161",,"155.52",23364,9,"424.81",
4283,"0.02205",,"140.85",23380,14,"422.41",
4284,"0.02250",,"126.07",23397,18,"421.11",
4285,"0.02296",,"111.20",23415,21,"421.09",
4286,"0.02342",,"96.23",23435,23,"422.43",
4287,"0.02390",,"81.17",23455,24,"425.14",
4288,"0.02437",,"66.04",23475,22,"429.12",
4289,"0.02484",,"50.84",23495,19,"434.19",
4290,"0.02531",,"35.58",23513,15,"440.05",
4291,"0.02578",,"20.26",23529,9,"446.32",
4292,"0.02625",,"4.88",23542,2,"452.56",
4293,"0.02671",,"349.45",23550,-5,"458.28",
4294,"0.02717",,"333.96",23553,-12,"463.02",
4295,"0.02762",,"318.43",23551,-18,"466.35",
4296,"0.02807",,"302.85",23543,-24,"467.92",
4297,"0.02851",,"287.22",23529,-27,"467.54",
4298,"0.02894",,"271.54",23508,-29,"465.13",
4299,"0.02937",,"255.80",23481,-28,"460.81",
4300,"0.02979",,"240.01",23448,-26,"454.86",
4301,"0.03020",,"224.16",23410,-21,"447.68",
4302,"0.03060",,"208.25",23368,-14,"439.79",
4303,"0.03099",,"192.28",23324,-7,"431.80",
4304,"0.03137",,"176.25",23278,2,"424.31",
4305,"0.03174",,"160.16",23233,11,"417.89",
4306,"0.03210",,"144.00",23189,19,"413.06",
4307,"0.03245",,"127.79",23149,26,"410.19",
4308,"0.03278",,"111.53",23114,30,"409.55",
4309,"0.03310",,"95.21",23086,33,"411.24",
4310,"0.03341",,"78.84",23065,33,"415.17",
4311,"0.03371",,"62.42",23054,30,"421.10",
4312,"0.03398",,"45.97",23052,24,"428.61",
4313,"0.03425",,"29.48",23060,17,"437.13",
4314,"0.03449",,"12.97",23078,8,"445.98",
4315,"0.03472",,"356.44",23106,-2,"454.42",
4316,"0.03492",,"339.89",23142,-12,"461.73",
4317,"0.03511",,"323.33",23185,-21,"467.25",
4318,"0.03528",,"306.76",23235,-28,"470.48",
4319,"0.03542",,"290.19",23289,-33,"471.12",
4320,"0.03554",,"273.63",23345,-35,"469.12",
4321,"0.03564",,"257.06",23402,-35,"464.67",
4322,"0.03571",,"240.49",23457,-31,"458.22",
4323,"0.03575",,"223.93",23507,-25,"450.37",
4324,"0.03577",,"207.36",23552,-16,"441.84",
4325,"0.03576",,"190.78",23589,-7,"433.40",
4326,"0.03572",,"174.20",23617,4,"425.78",
4327,"0.03566",,"157.61",23635,14,"419.62",
4328,"0.03556",,"140.99",23642,22,"415.43",
4329,"0.03544",,"124.36",23637,29,"413.53",
4330,"0.03528",,"107.69",23620,34,"414.06",
4331,"0.03509",,"90.99",23592,35,"416.95",
4332,"0.03487",,"74.26",23553,34,"421.95",
4333,"0.03462",,"57.47",23505,29,"428.59",
4334,"0.03434",,"40.64",23449,22,"436.29",
4335,"0.03402",,"23.76",23386,14,"444.32",
4336,"0.03367",,"6.82",23320,4,"451.91",
4337,"0.03329",,"349.82",23251,-6,"458.33",
4338,"0.03288",,"332.77",23183,-15,"462.93",
4339,"0.03244",,"315.67",23118,-23,"465.25",
4340,"0.03196",,"298.51",23058,-28,"465.05",
4341,"0.03145",,"281.31",23005,-31,"462.36",
4342,"0.03092",,"264.06",22962,-31,"457.48",
4343,"0.03035",,"246.77",22930,-28,"450.92",
4344,"0.02976",,"229.46",22910,-23,"443.34",
4345,"0.02913",,"212.12",22903,-15,"435.49",
4346,"0.02848",,"194.77",22909,-7,"428.13",
4347,"0.02780",,"177.41",22929,1,"421.90",
4348,"0.02710",,"160.06",22961,9,"417.34",
4349,"0.02638",,"142.71",23006,16,"414.79",
4350,"0.02563",,"125.38",23060,21,"414.42",
4351,"0.02486",,"108.07",23123,24,"416.18",
4352,"0.02407",,"90.79",23193,24,"419.84",
4353,"0.02326",,"73.54",23268,22,"425.02",
4354,"0.02243",,"56.32",23344,19,"431.22",
4355,"0.02159",,"39.13",23420,14,"437.86",
4356,"0.02073",,"21.98",23494,8,"444.36",
4357,"0.01986",,"4.86",23564,2,"450.17",
4358,"0.01898",,"347.77",23627,-4,"454.84",
4359,"0.01809",,"330.71",23683,-9,"458.07",
4360,"0.01719",,"313.68",23729,-12,"459.70",
4361,"0.01629",,"296.67",23765,-15,"459.75",
4362,"0.01538",,"279.67",23789,-15,"458.39",
4363,"0.01447",,"262.70",23803,-14,"455.91",
4364,"0.01356",,"245.74",23804,-12,"452.68",
4365,"0.01265",,"228.79",23795,-10,"449.09",
4366,"0.01174",,"211.86",23775,-6,"445.51",
4367,"0.01084",,"194.94",23745,-3,"442.27",
4368,"0.00994",,"178.03",23706,0,"439.58",
4369,"0.00905",,"161.16",23660,3,"437.60",
4370,"0.00817",,"144.32",23607,5,"436.36",
4371,"0.00730",,"127.53",23549,6,"435.79",
4372,"0.00645",,"110.83",23488,6,"435.77",
4373,"0.00561",,"94.25",23425,6,"436.11",
4374,"0.00478",,"77.88",23361,5,"436.61",
4375,"0.00398",,"61.84",23299,4,"437.07",
4376,"0.00320",,"46.37",23238,2,"437.34",
4377,"0.00244",,"32.01",23181,1,"437.31",
4378,"0.00171",,"20.12",23127,1,"436.96",
4379,"0.00104",,"15.37",23079,0,"436.30",
4380,"0.00056",,"38.34",23036,0,"435.45",
4381,"0.00073",,"83.40",22999,1,"434.53",
4382,"0.00128",,"87.90",22967,1,"433.71",
