"Age","ECC","ECC_413k_notched_out","OMEGA","OBL","Prec","EXI","ETP"
1433,"0.03621",,"253.85",23126,-35,"460.06",
1434,"0.03735",,"236.86",23258,-31,"454.56",
1435,"0.03844",,"219.91",23389,-25,"447.22",
1436,"0.03949",,"203.01",23515,-15,"438.82",
1437,"0.04050",,"186.15",23635,-4,"430.25",
1438,"0.04146",,"169.32",23746,8,"422.42",
1439,"0.04239",,"152.53",23847,20,"416.18",
1440,"0.04326",,"135.77",23936,30,"412.23",
1441,"0.04410",,"119.03",24012,39,"411.08",
1442,"0.04488",,"102.32",24073,44,"413.02",
1443,"0.04563",,"85.62",24120,45,"418.07",
1444,"0.04632",,"68.93",24152,43,"425.97",
1445,"0.04698",,"52.25",24169,37,"436.23",
1446,"0.04758",,"35.57",24171,28,"448.08",
1447,"0.04815",,"18.89",24157,16,"460.56",
1448,"0.04867",,"2.19",24130,2,"472.56",
1449,"0.04914",,"345.49",24089,-12,"482.95",
1450,"0.04958",,"328.76",24035,-26,"490.67",
1451,"0.04996",,"312.01",23968,-37,"494.85",
1452,"0.05031",,"295.24",23891,-46,"494.97",
1453,"0.05062",,"278.43",23804,-50,"490.86",
1454,"0.05088",,"261.59",23709,-50,"482.81",
1455,"0.05110",,"244.71",23606,-46,"471.47",
1456,"0.05128",,"227.79",23498,-38,"457.82",
1457,"0.05142",,"210.83",23386,-26,"443.02",
1458,"0.05152",,"193.82",23273,-12,"428.33",
1459,"0.05158",,"176.77",23159,3,"414.94",
1460,"0.05161",,"159.66",23048,18,"403.89",
1461,"0.05160",,"142.51",22941,31,"396.00",
1462,"0.05155",,"125.31",22840,42,"391.79",
1463,"0.05146",,"108.07",22748,49,"391.52",
1464,"0.05134",,"90.78",22666,51,"395.14",
1465,"0.05118",,"73.46",22598,49,"402.30",
1466,"0.05099",,"56.10",22543,42,"412.34",
1467,"0.05077",,"38.72",22505,32,"424.36",
1468,"0.05051",,"21.32",22484,18,"437.27",
1469,"0.05022",,"3.90",22481,3,"449.85",
1470,"0.04990",,"346.48",22497,-12,"460.90",
1471,"0.04954",,"329.07",22531,-25,"469.35",
1472,"0.04915",,"311.67",22584,-37,"474.42",
1473,"0.04873",,"294.29",22655,-44,"475.69",
1474,"0.04828",,"276.93",22741,-48,"473.17",
1475,"0.04780",,"259.61",22842,-47,"467.29",
1476,"0.04729",,"242.34",22955,-42,"458.79",
1477,"0.04674",,"225.10",23077,-33,"448.70",
1478,"0.04617",,"207.92",23206,-22,"438.10",
1479,"0.04557",,"190.78",23338,-9,"428.10",
1480,"0.04494",,"173.70",23470,5,"419.64",
1481,"0.04427",,"156.65",23600,18,"413.51",
1482,"0.04358",,"139.66",23723,28,"410.21",
1483,"0.04286",,"122.70",23837,36,"410.00",
1484,"0.04211",,"105.77",23938,41,"412.88",
1485,"0.04134",,"88.87",24026,41,"418.58",
1486,"0.04053",,"71.98",24096,39,"426.61",
1487,"0.03970",,"55.10",24148,33,"436.26",
1488,"0.03884",,"38.21",24180,24,"446.70",
1489,"0.03795",,"21.31",24192,14,"456.98",
1490,"0.03703",,"4.39",24182,3,"466.17",
1491,"0.03609",,"347.42",24151,-8,"473.43",
1492,"0.03512",,"330.42",24101,-17,"478.10",
1493,"0.03413",,"313.35",24031,-25,"479.78",
1494,"0.03311",,"296.21",23944,-30,"478.34",
1495,"0.03207",,"278.99",23841,-32,"473.99",
1496,"0.03101",,"261.68",23727,-31,"467.21",
1497,"0.02992",,"244.27",23602,-27,"458.68",
1498,"0.02881",,"226.75",23472,-21,"449.23",
1499,"0.02768",,"209.11",23339,-13,"439.71",
1500,"0.02653",,"191.35",23206,-5,"430.92",
1501,"0.02537",,"173.45",23079,3,"423.55",
1502,"0.02418",,"155.41",22961,10,"418.09",
1503,"0.02299",,"137.23",22854,16,"414.82",
1504,"0.02178",,"118.89",22762,19,"413.81",
1505,"0.02056",,"100.40",22688,20,"414.89",
1506,"0.01932",,"81.73",22633,19,"417.73",
1507,"0.01809",,"62.88",22599,16,"421.83",
1508,"0.01685",,"43.82",22587,12,"426.59",
1509,"0.01561",,"24.52",22597,6,"431.42",
1510,"0.01438",,"4.92",22627,1,"435.75",
1511,"0.01316",,"344.97",22677,-3,"439.16",
1512,"0.01196",,"324.57",22745,-7,"441.38",
1513,"0.01079",,"303.58",22827,-9,"442.33",
1514,"0.00966",,"281.81",22922,-9,"442.15",
1515,"0.00860",,"259.00",23025,-8,"441.12",
1516,"0.00762",,"234.83",23134,-6,"439.64",
1517,"0.00679",,"208.92",23246,-3,"438.14",
1518,"0.00614",,"181.01",23356,0,"437.05",
1519,"0.00574",,"151.24",23462,3,"436.71",
1520,"0.00564",,"120.46",23560,5,"437.33",
1521,"0.00585",,"90.06",23650,6,"438.98",
1522,"0.00633",,"61.24",23727,6,"441.56",
1523,"0.00702",,"34.49",23791,4,"444.82",
1524,"0.00786",,"9.70",23841,1,"448.40",
1525,"0.00880",,"346.52",23875,-2,"451.85",
1526,"0.00980",,"324.60",23894,-6,"454.68",
1527,"0.01083",,"303.61",23897,-9,"456.45",
1528,"0.01189",,"283.32",23884,-12,"456.83",
1529,"0.01295",,"263.55",23858,-13,"455.62",
1530,"0.01401",,"244.19",23818,-13,"452.83",
1531,"0.01507",,"225.12",23767,-11,"448.65",
1532,"0.01611",,"206.27",23705,-7,"443.45",
1533,"0.01713",,"187.60",23636,-2,"437.74",
1534,"0.01814",,"169.06",23561,3,"432.11",
1535,"0.01911",,"150.61",23481,9,"427.16",
1536,"0.02007",,"132.24",23400,15,"423.45",
1537,"0.02099",,"113.92",23319,19,"421.39",
1538,"0.02188",,"95.63",23240,22,"421.26",
1539,"0.02274",,"77.38",23165,22,"423.11",
1540,"0.02357",,"59.15",23096,20,"426.81",
1541,"0.02436",,"40.93",23034,16,"432.00",
1542,"0.02511",,"22.73",22980,10,"438.12",
1543,"0.02583",,"4.54",22935,2,"444.52",
1544,"0.02651",,"346.37",22900,-6,"450.43",
1545,"0.02715",,"328.20",22874,-14,"455.12",
1546,"0.02776",,"310.05",22860,-21,"457.98",
1547,"0.02832",,"291.91",22856,-26,"458.59",
1548,"0.02884",,"273.79",22861,-29,"456.77",
1549,"0.02933",,"255.69",22877,-28,"452.66",
1550,"0.02977",,"237.60",22902,-25,"446.66",
1551,"0.03017",,"219.54",22936,-19,"439.40",
1552,"0.03053",,"201.50",22978,-11,"431.67",
1553,"0.03086",,"183.49",23026,-2,"424.30",
1554,"0.03114",,"165.50",23081,8,"418.09",
1555,"0.03138",,"147.54",23142,17,"413.72",
1556,"0.03159",,"129.60",23206,24,"411.69",
1557,"0.03176",,"111.69",23274,30,"412.29",
1558,"0.03188",,"93.81",23344,32,"415.54",
1559,"0.03198",,"75.95",23415,31,"421.25",
1560,"0.03203",,"58.12",23486,27,"428.97",
1561,"0.03206",,"40.31",23556,21,"438.06",
1562,"0.03204",,"22.52",23623,12,"447.71",
1563,"0.03200",,"4.75",23686,3,"457.03",
1564,"0.03192",,"346.99",23744,-7,"465.17",
1565,"0.03182",,"329.25",23795,-16,"471.34",
1566,"0.03168",,"311.52",23839,-24,"474.95",
1567,"0.03152",,"293.79",23874,-29,"475.69",
1568,"0.03133",,"276.06",23898,-31,"473.53",
1569,"0.03112",,"258.32",23912,-30,"468.76",
1570,"0.03088",,"240.57",23914,-27,"461.89",
1571,"0.03062",,"222.80",23904,-21,"453.66",
1572,"0.03034",,"205.00",23881,-13,"444.89",
1573,"0.03005",,"187.17",23844,-4,"436.40",
1574,"0.02973",,"169.30",23795,6,"428.97",
1575,"0.02940",,"151.37",23733,14,"423.20",
1576,"0.02906",,"133.39",23659,21,"419.53",
1577,"0.02871",,"115.34",23575,26,"418.19",
1578,"0.02835",,"97.22",23481,28,"419.16",
1579,"0.02799",,"79.02",23380,27,"422.22",
1580,"0.02762",,"60.72",23274,24,"426.94",
1581,"0.02724",,"42.34",23165,18,"432.74",
1582,"0.02686",,"23.85",23055,11,"438.91",
1583,"0.02649",,"5.26",22948,2,"444.71",
1584,"0.02612",,"346.58",22847,-6,"449.41",
1585,"0.02575",,"327.79",22754,-14,"452.42",
1586,"0.02539",,"308.89",22672,-20,"453.36",
1587,"0.02504",,"289.91",22605,-24,"452.06",
1588,"0.02471",,"270.83",22554,-25,"448.65",
1589,"0.02438",,"251.68",22521,-23,"443.51",
1590,"0.02408",,"232.45",22508,-19,"437.22",
1591,"0.02379",,"213.16",22516,-13,"430.51",
1592,"0.02352",,"193.82",22545,-6,"424.12",
1593,"0.02327",,"174.45",22594,2,"418.79",
1594,"0.02305",,"155.05",22663,10,"415.10",
1595,"0.02286",,"135.65",22751,16,"413.51",
1596,"0.02269",,"116.25",22854,20,"414.23",
1597,"0.02254",,"96.86",22970,22,"417.26",
1598,"0.02243",,"77.51",23096,22,"422.40",
1599,"0.02235",,"58.19",23229,19,"429.23",
1600,"0.02230",,"38.91",23365,14,"437.16",
1601,"0.02229",,"19.69",23501,8,"445.48",
1602,"0.02230",,"0.53",23634,0,"453.45",
1603,"0.02235",,"341.44",23759,-7,"460.33",
1604,"0.02243",,"322.40",23873,-14,"465.50",
1605,"0.02254",,"303.44",23975,-19,"468.50",
1606,"0.02267",,"284.54",24061,-22,"469.09",
1607,"0.02284",,"265.70",24130,-23,"467.30",
1608,"0.02304",,"246.93",24181,-21,"463.38",
1609,"0.02326",,"228.21",24211,-17,"457.81",
1610,"0.02351",,"209.54",24221,-12,"451.19",
1611,"0.02378",,"190.93",24210,-5,"444.25",
1612,"0.02406",,"172.35",24180,3,"437.70",
1613,"0.02437",,"153.81",24131,11,"432.17",
1614,"0.02470",,"135.29",24064,17,"428.21",
1615,"0.02504",,"116.80",23981,22,"426.16",
1616,"0.02539",,"98.32",23885,25,"426.21",
1617,"0.02575",,"79.85",23777,25,"428.30",
1618,"0.02611",,"61.38",23661,23,"432.18",
1619,"0.02649",,"42.91",23539,18,"437.39",
1620,"0.02686",,"24.44",23414,11,"443.32",
1621,"0.02724",,"5.95",23290,3,"449.24",
1622,"0.02761",,"347.46",23169,-6,"454.39",
1623,"0.02798",,"328.97",23053,-14,"458.06",
1624,"0.02834",,"310.46",22947,-22,"459.68",
1625,"0.02870",,"291.95",22852,-27,"458.89",
1626,"0.02904",,"273.44",22769,-29,"455.62",
1627,"0.02937",,"254.94",22701,-28,"450.10",
1628,"0.02969",,"236.45",22648,-25,"442.82",
1629,"0.02999",,"217.98",22612,-18,"434.49",
1630,"0.03027",,"199.53",22592,-10,"425.93",
1631,"0.03053",,"181.11",22589,-1,"418.01",
1632,"0.03076",,"162.72",22601,9,"411.53",
1633,"0.03098",,"144.38",22627,18,"407.15",
1634,"0.03117",,"126.08",22667,25,"405.32",
1635,"0.03133",,"107.83",22720,30,"406.26",
1636,"0.03146",,"89.63",22782,31,"409.95",
1637,"0.03156",,"71.48",22853,30,"416.10",
1638,"0.03163",,"53.39",22932,25,"424.20",
1639,"0.03167",,"35.36",23015,18,"433.55",
1640,"0.03167",,"17.38",23101,9,"443.31",
1641,"0.03164",,"359.45",23189,0,"452.58",
1642,"0.03157",,"341.58",23277,-10,"460.50",
1643,"0.03146",,"323.76",23364,-19,"466.35",
1644,"0.03132",,"305.98",23447,-25,"469.62",
1645,"0.03114",,"288.25",23527,-30,"470.10",
1646,"0.03091",,"270.56",23601,-31,"467.85",
1647,"0.03065",,"252.91",23669,-29,"463.26",
1648,"0.03034",,"235.29",23730,-25,"456.91",
1649,"0.03000",,"217.71",23783,-18,"449.56",
1650,"0.02961",,"200.14",23828,-10,"442.01",
1651,"0.02918",,"182.60",23864,-1,"435.04",
1652,"0.02871",,"165.08",23890,7,"429.33",
1653,"0.02820",,"147.57",23906,15,"425.38",
1654,"0.02765",,"130.07",23913,21,"423.49",
1655,"0.02706",,"112.58",23909,25,"423.76",
1656,"0.02642",,"95.08",23895,26,"426.06",
1657,"0.02574",,"77.58",23871,25,"430.07",
1658,"0.02503",,"60.06",23837,22,"435.29",
1659,"0.02427",,"42.53",23794,16,"441.14",
1660,"0.02348",,"24.98",23741,10,"446.94",
1661,"0.02265",,"7.40",23681,3,"452.05",
1662,"0.02178",,"349.78",23613,-4,"455.93",
1663,"0.02087",,"332.12",23539,-10,"458.16",
1664,"0.01993",,"314.42",23461,-14,"458.54",
1665,"0.01896",,"296.66",23379,-17,"457.07",
1666,"0.01795",,"278.83",23295,-18,"453.96",
1667,"0.01692",,"260.94",23212,-17,"449.61",
1668,"0.01585",,"242.96",23130,-14,"444.52",
1669,"0.01476",,"224.89",23053,-10,"439.24",
1670,"0.01364",,"206.70",22981,-6,"434.30",
1671,"0.01250",,"188.38",22917,-2,"430.15",
1672,"0.01133",,"169.89",22862,2,"427.11",
1673,"0.01014",,"151.18",22818,5,"425.35",
1674,"0.00894",,"132.17",22787,7,"424.88",
1675,"0.00773",,"112.71",22768,7,"425.56",
1676,"0.00651",,"92.57",22764,6,"427.11",
1677,"0.00529",,"71.27",22774,5,"429.19",
1678,"0.00409",,"47.78",22798,3,"431.41",
1679,"0.00296",,"19.58",22835,1,"433.43",
1680,"0.00203",,"340.14",22885,-1,"434.95",
1681,"0.00172",,"282.47",22946,-2,"435.80",
1682,"0.00230",,"230.01",23017,-2,"435.97",
1683,"0.00334",,"195.34",23095,-1,"435.56",
1684,"0.00454",,"169.29",23179,1,"434.79",
1685,"0.00580",,"146.96",23266,3,"433.98",
1686,"0.00709",,"126.48",23353,6,"433.47",
1687,"0.00839",,"107.04",23439,8,"433.58",
1688,"0.00970",,"88.24",23520,10,"434.57",
1689,"0.01101",,"69.88",23595,10,"436.60",
1690,"0.01232",,"51.83",23662,10,"439.66",
1691,"0.01362",,"34.01",23718,8,"443.64",
1692,"0.01492",,"16.37",23763,4,"448.23",
1693,"0.01620",,"358.86",23796,0,"453.05",
1694,"0.01748",,"341.45",23815,-6,"457.60",
1695,"0.01874",,"324.13",23820,-11,"461.33",
1696,"0.01999",,"306.86",23811,-16,"463.75",
1697,"0.02122",,"289.65",23789,-20,"464.43",
1698,"0.02244",,"272.47",23754,-22,"463.12",
1699,"0.02364",,"255.31",23708,-23,"459.75",
1700,"0.02482",,"238.17",23651,-21,"454.46",
1701,"0.02598",,"221.02",23586,-17,"447.62",
1702,"0.02712",,"203.88",23515,-11,"439.78",
1703,"0.02824",,"186.73",23439,-3,"431.61",
1704,"0.02934",,"169.56",23361,5,"423.85",
1705,"0.03042",,"152.38",23284,14,"417.22",
1706,"0.03148",,"135.19",23208,22,"412.36",
1707,"0.03251",,"117.98",23138,29,"409.78",
1708,"0.03351",,"100.76",23074,33,"409.78",
1709,"0.03449",,"83.53",23018,34,"412.47",
1710,"0.03545",,"66.29",22973,32,"417.71",
1711,"0.03638",,"49.05",22938,27,"425.15",
1712,"0.03729",,"31.81",22916,20,"434.17",
1713,"0.03817",,"14.59",22906,10,"444.00",
1714,"0.03902",,"357.37",22908,-2,"453.71",
1715,"0.03985",,"340.18",22922,-14,"462.37",
1716,"0.04065",,"323.01",22948,-24,"469.06",
1717,"0.04142",,"305.88",22984,-34,"473.06",
1718,"0.04217",,"288.77",23029,-40,"473.89",
1719,"0.04289",,"271.71",23082,-43,"471.41",
1720,"0.04358",,"254.68",23141,-42,"465.82",
1721,"0.04425",,"237.69",23204,-37,"457.66",
1722,"0.04488",,"220.75",23270,-29,"447.70",
1723,"0.04549",,"203.85",23336,-18,"436.91",
1724,"0.04607",,"186.98",23401,-6,"426.31",
1725,"0.04662",,"170.15",23464,8,"416.89",
1726,"0.04714",,"153.36",23523,21,"409.50",
1727,"0.04763",,"136.60",23576,33,"404.84",
1728,"0.04810",,"119.87",23623,42,"403.35",
1729,"0.04853",,"103.16",23663,47,"405.25",
1730,"0.04893",,"86.47",23694,49,"410.49",
1731,"0.04930",,"69.80",23717,46,"418.73",
1732,"0.04963",,"53.14",23731,40,"429.42",
1733,"0.04994",,"36.48",23735,30,"441.74",
1734,"0.05021",,"19.83",23731,17,"454.69",
1735,"0.05045",,"3.18",23718,3,"467.15",
1736,"0.05065",,"346.52",23696,-12,"477.97",
1737,"0.05082",,"329.85",23667,-26,"486.13",
1738,"0.05095",,"313.17",23630,-37,"490.78",
1739,"0.05105",,"296.48",23587,-46,"491.43",
1740,"0.05111",,"279.77",23538,-50,"487.93",
1741,"0.05113",,"263.04",23484,-51,"480.59",
1742,"0.05111",,"246.29",23426,-47,"470.05",
1743,"0.05106",,"229.52",23365,-39,"457.27",
1744,"0.05096",,"212.72",23303,-28,"443.38",
1745,"0.05082",,"195.90",23240,-14,"429.58",
1746,"0.05064",,"179.06",23178,1,"417.00",
1747,"0.05042",,"162.19",23117,15,"406.63",
1748,"0.05016",,"145.31",23060,29,"399.21",
1749,"0.04985",,"128.40",23006,39,"395.25",
1750,"0.04950",,"111.48",22958,46,"394.96",
1751,"0.04911",,"94.54",22916,49,"398.28",
1752,"0.04867",,"77.60",22882,48,"404.86",
1753,"0.04819",,"60.64",22855,42,"414.11",
1754,"0.04766",,"43.69",22838,33,"425.21",
1755,"0.04709",,"26.75",22830,21,"437.15",
1756,"0.04647",,"9.81",22833,8,"448.86",
1757,"0.04581",,"352.90",22846,-6,"459.29",
1758,"0.04510",,"336.00",22869,-18,"467.50",
1759,"0.04436",,"319.15",22903,-29,"472.81",
1760,"0.04356",,"302.33",22947,-37,"474.83",
1761,"0.04273",,"285.56",23001,-41,"473.55",
1762,"0.04185",,"268.85",23063,-42,"469.29",
1763,"0.04093",,"252.20",23132,-39,"462.65",
1764,"0.03997",,"235.63",23208,-33,"454.44",
1765,"0.03898",,"219.13",23288,-25,"445.56",
1766,"0.03794",,"202.73",23371,-15,"436.87",
1767,"0.03688",,"186.42",23455,-4,"429.17",
1768,"0.03578",,"170.22",23539,6,"423.08",
1769,"0.03464",,"154.13",23621,15,"419.01",
1770,"0.03349",,"138.17",23698,22,"417.18",
1771,"0.03231",,"122.33",23769,27,"417.58",
1772,"0.03110",,"106.65",23832,30,"420.03",
1773,"0.02989",,"91.12",23885,30,"424.18",
1774,"0.02866",,"75.76",23928,28,"429.58",
1775,"0.02742",,"60.59",23959,24,"435.70",
1776,"0.02618",,"45.63",23977,19,"442.00",
1777,"0.02496",,"30.91",23982,13,"447.95",
1778,"0.02375",,"16.44",23972,7,"453.13",
1779,"0.02256",,"2.26",23949,1,"457.22",
1780,"0.02142",,"348.41",23912,-4,"460.05",
1781,"0.02032",,"334.92",23861,-9,"461.55",
1782,"0.01930",,"321.83",23799,-12,"461.80",
1783,"0.01836",,"309.16",23725,-14,"460.96",
1784,"0.01752",,"296.94",23641,-16,"459.25",
1785,"0.01682",,"285.16",23549,-16,"456.88",
1786,"0.01626",,"273.78",23452,-16,"454.06",
1787,"0.01588",,"262.72",23350,-16,"450.96",
1788,"0.01567",,"251.87",23247,-15,"447.67",
1789,"0.01567",,"241.07",23145,-14,"444.23",
1790,"0.01585",,"230.16",23046,-12,"440.65",
1791,"0.01623",,"218.97",22953,-10,"436.89",
1792,"0.01678",,"207.40",22867,-8,"432.95",
1793,"0.01748",,"195.35",22792,-5,"428.85",
1794,"0.01832",,"182.81",22728,-1,"424.67",
1795,"0.01928",,"169.75",22677,3,"420.59",
1796,"0.02032",,"156.22",22642,8,"416.83",
1797,"0.02145",,"142.25",22621,13,"413.70",
1798,"0.02262",,"127.88",22616,18,"411.52",
1799,"0.02385",,"113.18",22627,22,"410.64",
1800,"0.02510",,"98.19",22654,25,"411.32",
1801,"0.02638",,"82.95",22695,26,"413.78",
1802,"0.02767",,"67.51",22749,26,"418.07",
1803,"0.02896",,"51.90",22816,23,"424.12",
1804,"0.03026",,"36.14",22893,18,"431.68",
1805,"0.03154",,"20.28",22978,11,"440.30",
1806,"0.03281",,"4.32",23070,2,"449.41",
1807,"0.03406",,"348.29",23166,-7,"458.29",
1808,"0.03530",,"332.21",23264,-16,"466.19",
1809,"0.03650",,"316.08",23362,-25,"472.36",
1810,"0.03768",,"299.91",23458,-33,"476.16",
1811,"0.03883",,"283.72",23550,-38,"477.16",
1812,"0.03995",,"267.51",23637,-40,"475.16",
1813,"0.04103",,"251.28",23716,-39,"470.25",
1814,"0.04208",,"235.04",23787,-34,"462.84",
1815,"0.04308",,"218.78",23847,-27,"453.56",
1816,"0.04405",,"202.51",23897,-17,"443.25",
1817,"0.04497",,"186.23",23936,-5,"432.82",
1818,"0.04586",,"169.93",23962,8,"423.23",
1819,"0.04670",,"153.61",23976,21,"415.33",
1820,"0.04749",,"137.28",23977,32,"409.85",
1821,"0.04824",,"120.93",23967,41,"407.31",
1822,"0.04895",,"104.55",23944,47,"408.00",
1823,"0.04961",,"88.15",23910,50,"411.97",
1824,"0.05022",,"71.73",23866,48,"419.01",
1825,"0.05079",,"55.27",23812,42,"428.62",
1826,"0.05131",,"38.79",23748,32,"440.08",
1827,"0.05179",,"22.27",23678,20,"452.42",
1828,"0.05222",,"5.72",23601,5,"464.55",
1829,"0.05261",,"349.13",23520,-10,"475.31",
1830,"0.05295",,"332.50",23435,-24,"483.60",
1831,"0.05325",,"315.84",23348,-37,"488.49",
1832,"0.05350",,"299.14",23262,-47,"489.39",
1833,"0.05372",,"282.41",23177,-52,"486.07",
1834,"0.05389",,"265.64",23096,-54,"478.75",
1835,"0.05401",,"248.84",23020,-50,"468.03",
1836,"0.05410",,"232.01",22950,-43,"454.87",
1837,"0.05415",,"215.15",22888,-31,"440.44",
1838,"0.05415",,"198.27",22836,-17,"425.98",
1839,"0.05412",,"181.38",22794,-1,"412.72",
1840,"0.05405",,"164.47",22764,14,"401.71",
1841,"0.05394",,"147.56",22746,29,"393.79",
1842,"0.05379",,"130.65",22740,41,"389.55",
1843,"0.05361",,"113.75",22747,49,"389.27",
1844,"0.05340",,"96.85",22767,53,"392.93",
1845,"0.05314",,"79.98",22798,52,"400.26",
1846,"0.05286",,"63.13",22842,47,"410.68",
1847,"0.05254",,"46.30",22895,38,"423.36",
1848,"0.05219",,"29.51",22958,26,"437.29",
1849,"0.05180",,"12.76",23029,11,"451.32",
1850,"0.05139",,"356.05",23105,-4,"464.27",
1851,"0.05094",,"339.38",23186,-18,"475.04",
1852,"0.05046",,"322.75",23269,-31,"482.74",
1853,"0.04995",,"306.17",23353,-40,"486.77",
1854,"0.04941",,"289.63",23435,-47,"486.90",
1855,"0.04884",,"273.13",23513,-49,"483.29",
1856,"0.04825",,"256.67",23586,-47,"476.44",
1857,"0.04762",,"240.25",23653,-41,"467.12",
1858,"0.04696",,"223.87",23710,-33,"456.28",
1859,"0.04628",,"207.51",23759,-21,"444.96",
1860,"0.04556",,"191.18",23796,-9,"434.14",
1861,"0.04482",,"174.88",23822,4,"424.68",
1862,"0.04405",,"158.59",23836,16,"417.29",
1863,"0.04325",,"142.31",23838,26,"412.44",
1864,"0.04242",,"126.04",23827,34,"410.39",
1865,"0.04157",,"109.77",23804,39,"411.16",
1866,"0.04069",,"93.50",23771,41,"414.55",
1867,"0.03978",,"77.24",23727,39,"420.18",
1868,"0.03884",,"60.96",23674,34,"427.47",
1869,"0.03788",,"44.68",23613,27,"435.74",
1870,"0.03690",,"28.39",23546,18,"444.21",
1871,"0.03588",,"12.10",23475,8,"452.12",
1872,"0.03485",,"355.80",23401,-3,"458.74",
1873,"0.03379",,"339.51",23327,-12,"463.52",
1874,"0.03270",,"323.21",23254,-20,"466.06",
1875,"0.03160",,"306.94",23184,-25,"466.23",
1876,"0.03048",,"290.68",23119,-29,"464.11",
1877,"0.02933",,"274.46",23061,-29,"460.02",
1878,"0.02817",,"258.28",23011,-28,"454.43",
1879,"0.02700",,"242.17",22971,-24,"447.93",
1880,"0.02581",,"226.14",22941,-19,"441.15",
1881,"0.02461",,"210.22",22922,-12,"434.68",
1882,"0.02341",,"194.44",22914,-6,"429.00",
1883,"0.02220",,"178.81",22918,0,"424.51",
1884,"0.02100",,"163.39",22932,6,"421.42",
1885,"0.01980",,"148.21",22957,10,"419.82",
1886,"0.01861",,"133.32",22992,14,"419.64",
1887,"0.01745",,"118.78",23035,15,"420.71",
1888,"0.01631",,"104.66",23085,16,"422.76",
1889,"0.01522",,"91.02",23141,15,"425.50",
1890,"0.01419",,"77.96",23200,14,"428.63",
1891,"0.01324",,"65.56",23262,12,"431.86",
1892,"0.01238",,"53.90",23325,10,"434.98",
1893,"0.01165",,"43.03",23388,8,"437.85",
1894,"0.01107",,"32.93",23447,6,"440.42",
1895,"0.01068",,"23.50",23503,4,"442.71",
1896,"0.01048",,"14.52",23554,3,"444.77",
1897,"0.01049",,"5.69",23599,1,"446.71",
1898,"0.01071",,"356.66",23637,-1,"448.60",
1899,"0.01113",,"347.16",23667,-2,"450.50",
1900,"0.01171",,"336.97",23688,-5,"452.39",
1901,"0.01244",,"326.02",23700,-7,"454.21",
1902,"0.01329",,"314.31",23703,-10,"455.79",
1903,"0.01422",,"301.87",23697,-12,"456.94",
1904,"0.01522",,"288.81",23682,-14,"457.41",
1905,"0.01627",,"275.18",23658,-16,"456.97",
1906,"0.01735",,"261.08",23626,-17,"455.44",
1907,"0.01846",,"246.56",23586,-17,"452.70",
1908,"0.01957",,"231.70",23540,-15,"448.77",
1909,"0.02069",,"216.52",23488,-12,"443.79",
1910,"0.02180",,"201.09",23431,-8,"438.05",
1911,"0.02290",,"185.42",23371,-2,"431.94",
1912,"0.02399",,"169.55",23308,4,"425.95",
1913,"0.02506",,"153.50",23245,11,"420.61",
1914,"0.02610",,"137.29",23182,18,"416.44",
1915,"0.02712",,"120.94",23121,23,"413.87",
1916,"0.02811",,"104.46",23064,27,"413.25",
1917,"0.02906",,"87.86",23011,29,"414.75",
1918,"0.02998",,"71.17",22964,28,"418.37",
1919,"0.03086",,"54.38",22924,25,"423.91",
1920,"0.03170",,"37.52",22893,19,"430.97",
1921,"0.03250",,"20.59",22871,11,"438.96",
1922,"0.03326",,"3.60",22859,2,"447.16",
1923,"0.03398",,"346.56",22858,-8,"454.78",
1924,"0.03464",,"329.48",22868,-18,"461.02",
